,slang,formal
8258,donk,dong
8259,ka,kak
8260,kaka,kakak
8261,kaaa,kak
8262,sm2,sama-sama
8263,km,kamu
8264,bgt,banget
8265,bgt,banget
8266,akn,akan
8267,ndukung,mendukung
8268,pengen,pengin
8269,gk,enggak
8270,aminnnnn,amin
8271,ka,kak
8272,make,memakai
8273,kaaaaa,kak
8274,aamiinnn,amin
8275,smga,semoga
8276,slalu,selalu
8277,skluarga,sekeluarga
8278,daah,dah
8279,suaminga,suaminya
8280,udah,sudah
8281,berhijap,berhijab
8282,smgaa,semoga
8283,istiqamah,istikamah
8284,aamiin,amin
8285,cuaaantikk,cantik
8286,udah,sudah
8287,cantikk,cantik
8288,yah,ya
8289,rb,ribu
8290,muraaaaah,murah
8291,rb,ribu
8292,aja,saja
8293,gk,enggak
8294,aamiin,amin
8295,mba,mbak
8296,yukk,yuk
8297,baraang,barang
8298,aamiiin,amin
8299,udh,sudah
8300,aamiin,amin
8301,bets,banget
8302,aamiin,amin
8303,seneng,senang
8304,kaka,kakak
8305,ka,kak
8306,bgt,banget
8307,smga,semoga
8308,kaka,kakak
8309,aamiin,amin
8310,aamiin,amin
8311,yaa,ya
8312,yaaa,ya
8313,cantiknyaaa,cantiknya
8314,amiiin,amin
8315,aamiin,amin
8316,aamiin,amin
8317,yg,yang
8318,gk,enggak
8319,pake,pakai
8320,lbh,lebih
8321,mba,mbak
8322,bgt,banget
8323,pake,pakai
8324,alhamdulillaaaaah,alhamdulillah
8325,istiqamah,istikamah
8326,yah,ya
8327,makasi,terima kasih
8328,uda,sudah
8329,sembuhin,menyembuhkan
8330,bener,benar
8331,aamiin,amin
8332,tetep,tetap
8333,kaaa,kak
8334,fto,foto
8335,d,di
8336,z,saja
8337,ad,ada
8338,yg,yang
8339,bkin,bikin
8340,pengrusak,perusak
8341,pngn,pengin
8342,ngoceh,mengoceh
8343,ni,ini
8344,aduhhh,aduh
8345,hpus,hapus
8346,fto,foto
8347,pjang,pajang
8348,msh,masih
8349,bdampingan,berdampingan
8350,sm,sama
8351,org,orang
8352,yg,yang
8353,sdh,sudah
8354,klo,kalo
8355,tdk,tidak
8356,hrs,harus
8357,liatnya,lihatnya
8358,it,itu
8359,ap,apa
8360,yg,yang
8361,y,ya
8362,mnding,mending
8363,sm,sama
8364,aja,saja
8365,liat,lihat
8366,kaga,kagak
8367,liat,lihat
8368,yg,yang
8369,aj,saja
8370,uih,uh
8371,komenx,komennya
8372,"serem""",seram-seram
8373,yg,yang
8374,"happi""",hepi-hepi
8375,aza,saja
8376,sm,sama
8377,bgt,banget
8378,bgtuu,begitu
8379,ga,enggak
8380,yaa,ya
8381,g,enggak
8382,mff,maaf
8383,y,ya
8384,q,ku
8385,jd,jadi
8386,ktwa,ketawa
8387,liat,lihat
8388,fto,foto
8389,yg,yang
8390,yg,yang
8391,pke,pakai
8392,bngt,banget
8393,slh,salah
8394,x,kali
8395,yeee,ya
8396,abizzz,habis
8397,bnr2,benar-benar
8398,malu2in,malu-malui
8399,aj,saja
8400,sm,sama
8401,yg,yang
8402,bkin,bikin
8403,ngakak,mengakak
8404,mff,maaf
8405,y,ya
8406,q,ku
8407,trlalu,terlalu
8408,jjur,jujur
8409,klo,kalo
8410,ngmg,mengomong
8411,semogaa,semoga
8412,kepelesett,terpeleset
8413,kyk,kayak
8414,gt,begitu
8415,pake,pakai
8416,geeelaakk,gila
8417,salfok,salah fokus
8418,bolang,bocah petualang
8419,pkek,pakai
8420,pnjang,panjang
8421,pla,pula
8422,lg,lagi
8423,ma,sama
8424,emang,memang
8425,pake,pakai
8426,lagihh,lagi
8427,hedeuuhh,aduh
8428,stress,stres
8429,lama2,lama-lama
8430,saltummmm,salah kostum
8431,gak,enggak
8432,kaga,kagak
8433,nyambung,menyambung
8434,cwe,cewek
8435,ngakak,mengakak
8436,gini,begini
8437,gk,enggak
8438,mboizzz,bois
8439,jgn,jangan
8440,yg,yang
8441,suda,sudah
8442,ama,sama
8443,kayaq,kayak
8444,ihhh,ih
8445,ema,emak
8446,liat,lihat
8447,aja,saja
8448,gayany,gayanya
8449,engk,enggak
8450,bgt,banget
8451,gw,gue
8452,cepet,cepat
8453,bgt,banget
8454,bgt,banget
8455,kasian,kasihan
8456,org,orang
8457,g,enggak
8458,kerjaan,pekerjaan
8459,org,orang
8460,g,enggak
8461,ngaca,mengaca
8462,dirumahny,dirumahnya
8463,pd,pada
8464,g,enggak
8465,udah,sudah
8466,ga,enggak
8467,yg,yang
8468,ama,sama
8469,lgi,lagi
8470,yuh,tuh
8471,yg,yang
8472,ad,ada
8473,mlah,malah
8474,ktmu,ketemu
8475,fto,foto
8476,yg,yang
8477,rmbt,rambut
8478,yahh,ya
8479,liat,lihat
8480,gak,enggak
8481,liatnya,lihatnya
8482,yg,yang
8483,mrusak,merusak
8484,liat,lihat
8485,apus,hapus
8486,aja,saja
8487,yg,yang
8488,gara2,gara-gara
8489,yg,yang
8490,dunk,dong
8491,yg,yang
8492,yg,yang
8493,siapayahh,siapa ya
8494,bilangin,bilang
8495,pake,pakai
8496,kostom,kostum
8497,loo,lo
8498,ko,kok
8499,cewe,cewek
8500,ky,kaya
8501,gnii,begini
8502,pinter,pintar
8503,lucuuuu,lucu
8504,bangettttt,banget
8505,kyk,kayak
8506,gini,begini
8507,atuu,satu
8508,ngegemesin,menggemaskan
8509,gemes,gemas
8510,lohh,loh
8511,pipinyaaa,pipinya
8512,yaaa,ya
8513,kyk,kayak
8514,bgt,banget
8515,sm,sama
8516,pinginnn,pengin
8517,pinter,pintar
8518,bgt,banget
8519,bungkuuuuuuuuusss,bungkus
8520,iiiihhhhhj,ih
8521,emeessss,gemas
8522,nggak,enggak
8523,pipine,pipinya
8524,glembeeeer,gelambir
8525,bgt,banget
8526,lucunaaa,lucunya
8527,cubanget,lucu banget
8528,pengenn,pengin
8529,bgttt,banget
8530,bgt,banget
8531,lucuuuuu,lucu
8532,unyuuk,unyu
8533,bgd,banget
8534,dedek,adek
8535,lucunyah,lucunya
8536,mantaaap,mantap
8537,bingits,banget
8538,pesen,pesan
8539,dmana,dimana
8540,yg,yang
8541,keduaa,kedua
8542,engga,enggak
8543,engga,enggak
8544,sma,sama
8545,yg,yang
8546,trsrh,terserah
8547,ksih,kasih
8548,engga,enggak
8549,jgn,jangan
8550,orng,orang
8551,yha,ya
8552,kaka,kakak
8553,seterong,setrong
8554,teyuss,terus
8555,aja,saja
8556,gak,enggak
8557,ush,usah
8558,dimasukin,dimasuki
8559,klo,kalo
8560,yg,yang
8561,jelekin,menjelekkan
8562,aja,saja
8563,orng,orang
8564,yg,yang
8565,jahatin,menjahati
8566,jelekin,menjelekkan
8567,orng,orang
8568,gak,enggak
8569,ush,usah
8570,masukin,memasuki
8571,tai,tahi
8572,tai,tahi
8573,ajaa,saja
8574,ngapain,mengapa
8575,akn,akan
8576,gak,enggak
8577,ngomongnya,mengomongnya
8578,udh,sudah
8579,gk,enggak
8580,kyknya,kayaknya
8581,gtw,enggak tau
8582,aja,saja
8583,yg,yang
8584,omongin,omongkan
8585,qo,kok
8586,nulis,menulis
8587,klu,kalau
8588,gk,enggak
8589,knp,kenapa
8590,gk,enggak
8591,aja,saja
8592,g,enggak
8593,ngerti,mengerti
8594,aja,saja
8595,nyebutin,menyebutkan
8596,yg,yang
8597,gak,enggak
8598,aja,saja
8599,yg,yang
8600,dengerin,dengarkan
8601,gak,enggak
8602,bales,balas
8603,ngertiin,mengerti
8604,yg,yang
8605,rasaiin,rasai
8606,gakusah,enggak usah
8607,disni,disini
8608,slalu,selalu
8609,yg,yang
8610,cantiik,cantik
8611,kk,kakak
8612,dri,dari
8613,pda,pada
8614,yg,yang
8615,liat,lihat
8616,dri,dari
8617,org,orang
8618,aja,saja
8619,sabarrr,sabar
8620,semangaatttt,semangat
8621,gak,enggak
8622,dengerin,dengarkan
8623,gak,enggak
8624,gk,enggak
8625,tdk,tidak
8626,skrng,sekarang
8627,bener,benar
8628,nonton,menonton
8629,aj,saja
8630,scr,secara
8631,nyalahin,menyalahkan
8632,nyindir,menyindir
8633,bgt,banget
8634,bedain,membedakan
8635,bgt,banget
8636,bedainnya,membedakannya
8637,bgt,banget
8638,keknya,kayaknya
8639,dehhh,deh
8640,lbih,lebih
8641,krus,kurus
8642,dri,dari
8643,pda,pada
8644,bner,benar
8645,gaa,enggak
8646,drpd,daripada
8647,ka,kak
8648,bangeet,banget
8649,kk,kakak
8650,jg,juga
8651,bgt,banget
8652,liat,lihat
8653,aja,saja
8654,bgt,banget
8655,elaaaahhhh,alah
8656,kereenn,keren
8657,cogan,cowok ganteng
8658,cogan,cowok ganteng
8659,tap8,tapi
8660,imoet,imut
8661,ihh,ih
8662,nggak,enggak
8663,bosen,bosan
8664,pandanginya,memandanginya
8665,kakanya,kakaknya
8666,yg,yang
8667,kenaliiin,kenalkan
8668,sm,sama
8669,qu,ku
8670,banyak2,banyak-banyak
8671,yo,ya
8672,tauuu,tau
8673,awk,awak
8674,lgi,lagi
8675,suko,suka
8676,sm,sama
8677,org,orang
8678,niih,nih
8679,kk,kakak
8680,bgtt,banget
8681,sihhhh,sih
8682,udh,sudah
8683,"sebaik""",sebaik-baik
8684,org,orang
8685,org,orang
8686,ga,enggak
8687,ngomentarin,mengomentari
8688,org,orang
8689,laen,lain
8690,yg,yang
8691,blm,belum
8692,bener,benar
8693,ajah,saja
8694,udh,sudah
8695,dpt,dapat
8696,jd,jadi
8697,"masing""",masing-masing
8698,ikh,ih
8699,kyk,kayak
8700,gt,begitu
8701,g,enggak
8702,pantes,pantas
8703,pake,pakai
8704,yg,yang
8705,g,enggak
8706,gmn,bagaimana
8707,klo,kalo
8708,smpe,sampai
8709,nnti,nanti
8710,yg,yang
8711,ngomongnya,mengomongnya
8712,gt,begitu
8713,tu,itu
8714,segtu,sebegitu
8715,ngebenci,membenci
8716,ny,nya
8717,bakar2in,bakar-bakari
8718,slmt,selamat
8719,ank,anak
8720,smg,semoga
8721,sm,sama
8722,km,kamu
8723,ttp,tetap
8724,km,kamu
8725,padhe,pakde
8726,km,kamu
8727,yg,yang
8728,yya,ya
8729,yya,ya
8730,atw,atau
8731,klo,kalo
8732,jgn,jangan
8733,org,orang
8734,yg,yang
8735,dosa2mu,dosa-dosamu
8736,org,orang
8737,yg,yang
8738,maafin,memaafi
8739,gabisa,enggak bisa
8740,jd,jadi
8741,temen,teman
8742,ky,kaya
8743,muke,muka
8744,gile,gila
8745,pede,percaya diri
8746,bgd,banget
8747,ujung2,ujung-ujung
8748,jd,jadi
8749,lg,lagi
8750,d,di
8751,aj,saja
8752,dalem2,dalam-dalam
8753,kgak,kagak
8754,d,di
8755,bahas2,bahas-bahas
8756,jg,juga
8757,ud,sudah
8758,k,ke
8759,dy,dia
8760,skrg,sekarang
8761,mslh,masalah
8762,woles,selow
8763,aj,saja
8764,jd,jadi
8765,spt,seperti
8766,km,kamu
8767,hianatin,khianati
8768,dr,dari
8769,org,orang
8770,yg,yang
8771,tdk,tidak
8772,halangin,halangi
8773,dg,dengan
8774,iyuh,ih
8775,bngt,banget
8776,knp,kenapa
8777,iyuuuhhhh,ih
8778,gaje,enggak jelas
8779,jgn2,jangan-jangan
8780,gk,enggak
8781,gabakal,enggak bakal
8782,gitu,begitu
8783,aja,saja
8784,yg,yang
8785,org,orang
8786,jga,juga
8787,klo,kalo
8788,emang,memang
8789,adapin,menghadapi
8790,ga,enggak
8791,bnyak,banyak
8792,emang,memang
8793,ngehakimi,menghakimi
8794,gw,gue
8795,yg,yang
8796,th,tahun
8797,aja,saja
8798,ngerti,mengerti
8799,gmna,bagaimana
8800,ngejuangin,memperjuangkan
8801,gimana,bagaimana
8802,dipojokin,dipojokkan
8803,aja,saja
8804,kek,kayak
8805,idup,hidup
8806,udah,sudah
8807,bener,benar
8808,gw,gue
8809,yg,yang
8810,bacotin,bacoti
8811,udah,sudah
8812,berati,berarti
8813,dripada,daripada
8814,kebangetak,kebangetan
8815,klo,kalo
8816,gak,enggak
8817,tangkep,tangkap
8818,jg,juga
8819,d,di
8820,gitu,begitu
8821,dipake,dipakai
8822,bt,buat
8823,ngomong,mengomong
8824,gitu,begitu
8825,sadis2,sadis-sadis
8826,cowo,cowok
8827,yg,yang
8828,ga,enggak
8829,maksir,menaksir
8830,udh,sudah
8831,tp,tapi
8832,tetep,tetap
8833,hebatt,hebat
8834,nerima,menerima
8835,yaa,ya
8836,liht,lihat
8837,dr,dari
8838,pndang,pandang
8839,aja,saja
8840,sbagai,sebagai
8841,pmbelajaran,pembelajaran
8842,jugaa,juga
8843,orng,orang
8844,yg,yang
8845,bgt,banget
8846,bgt,banget
8847,gak,enggak
8848,ngejelek,menjelekkan
8849,yg,yang
8850,maslah,masalah
8851,pake,pakai
8852,mmperbaiki,memperbaiki
8853,aja,saja
8854,ud,sudah
8855,jd,jadi
8856,krn,karena
8857,klo,kalo
8858,utk,untuk
8859,temenan,berteman
8860,sm,sama
8861,mb,mbak
8862,aja,saja
8863,yg,yang
8864,nahan,menahan
8865,yg,yang
8866,jd,jadi
8867,jd,jadi
8868,yg,yang
8869,ga,enggak
8870,pnya,punya
8871,ga,enggak
8872,pny,punya
8873,ga,enggak
8874,pny,punya
8875,udh,sudah
8876,ngerebut,merebut
8877,yg,yang
8878,ga,enggak
8879,pny,punya
8880,dr,dari
8881,kafeh,kafe
8882,remang2,remang-remang
8883,mlh,malah
8884,nusuk,menusuk
8885,dr,dari
8886,tinggl,tinggal
8887,dirmh,dirumah
8888,lg,lagi
8889,mlh,malah
8890,yg,yang
8891,dr,dari
8892,tp,tapi
8893,gak,enggak
8894,ngaku,mengaku
8895,gmn,bagaimana
8896,mbaa,mbak
8897,gak,enggak
8898,mnta,minta
8899,klo,kalo
8900,gt,begitu
8901,byk,banyak
8902,yg,yang
8903,temen,teman
8904,nangis,menangis
8905,aja,saja
8906,pantes,pantas
8907,lbh,lebih
8908,dri,dari
8909,knp,kenapa
8910,yg,yang
8911,kale,kali
8912,yg,yang
8913,iyuuhhh,ih
8914,yg,yang
8915,cwo,cowok
8916,udah,sudah
8917,yg,yang
8918,udah,sudah
8919,mnjadi,menjadi
8920,ktika,ketika
8921,dipuja2,dipuja-puja
8922,ga,enggak
8923,kam,kamu
8924,cwe,cewek
8925,smoga,semoga
8926,km,kamu
8927,ngrasain,merasai
8928,yg,yang
8929,rasain,rasai
8930,tp,tapi
8931,aja,saja
8932,nonton,menonton
8933,aja,saja
8934,org,orang
8935,pesen,pesan
8936,aja,saja
8937,karna,karena
8938,ngurusin,mengurusi
8939,yeeee,ya
8940,ityl,itil
8941,hbs,habis
8942,gara2,gara-gara
8943,kyak,kayak
8944,marah2,marah-marah
8945,ma,sama
8946,gw,gue
8947,emang,memang
8948,wenak,enak
8949,sukak,suka
8950,ngarang,mengarang
8951,bnr,benar
8952,donk,dong
8953,gara2,gara-gara
8954,bgt,banget
8955,hdp,hidup
8956,ngga,enggak
8957,kek,kayak
8958,gini,begini
8959,ngehina,menghina
8960,aja,saja
8961,jg,juga
8962,kelas'a,kelasnya
8963,hadeeehhh,aduh
8964,yg,yang
8965,gak,enggak
8966,jing,anjing
8967,lg,lagi
8968,"abal""",abal-abal
8969,"kecil""",kecil-kecil
8970,ori,orisinal
8971,bgt,banget
8972,smua,semua
8973,yg,yang
8974,gtu,begitu
8975,kenceng,kencang
8976,jd,jadi
8977,jd,jadi
8978,kek,kayak
8979,"gtu""an",begitu-gituan
8980,klo,kalo
8981,gmanapun,bagaimanapun
8982,tetep,tetap
8983,aja,saja
8984,trims,terima kasih
8985,yah,ya
8986,kr,kira
8987,td,tadi
8988,nenek2,nenek-nenek
8989,taux,taunya
8990,cepet,cepat
8991,pantes,pantas
8992,aja,saja
8993,liat,lihat
8994,urat2nya,urat-uratnya
8995,ketarik,tertarik
8996,emang,memang
8997,ngorbanin,mengorbankan
8998,eksprsi,ekspresi
8999,gitulah,begitulah
9000,klo,kalo
9001,yg,yang
9002,gtu,begitu
9003,ga,enggak
9004,ga,enggak
9005,kyk,kayak
9006,klo,kalo
9007,yg,yang
9008,"foto""",foto-foto
9009,mamas,mas
9010,klo,kalo
9011,ngilangin,menghilangkan
9012,jg,juga
9013,ajah,saja
9014,gada,enggak ada
9015,bandingin,bandingkan
9016,yg,yang
9017,tua2,tua-tua
9018,ajah,saja
9019,bgt,banget
9020,kasian,kasihan
9021,cantik2,cantik-cantik
9022,yg,yang
9023,ketarik,tertarik
9024,pake,pakai
9025,terus2an,terus-terusan
9026,cepet,cepat
9027,udah,sudah
9028,udah,sudah
9029,gak,enggak
9030,liat2,lihat-lihat
9031,sampe,sampai
9032,liatnya,lihatnya
9033,waduhh,waduh
9034,"bawa""",bawa-bawa
9035,badingkan,membandingkan
9036,mba,mbak
9037,gtu,begitu
9038,yah,ya
9039,sampe,sampai
9040,gmana,bagaimana
9041,gtu,begitu
9042,kyk,kayak
9043,aja,saja
9044,sy,saya
9045,udah,sudah
9046,ga,enggak
9047,yah,ya
9048,aja,saja
9049,klo,kalo
9050,klo,kalo
9051,aja,saja
9052,udah,sudah
9053,yahh,ya
9054,bgmana,bagaimana
9055,udah,sudah
9056,aja,saja
9057,ga,enggak
9058,sy,saya
9059,ngakak,mengakak
9060,sy,saya
9061,ga,enggak
9062,ngehina,menghina
9063,mba,mbak
9064,aja,saja
9065,yg,yang
9066,gini,begini
9067,yg,yang
9068,ga,enggak
9069,ngurus,mengurus
9070,ga,enggak
9071,org,orang
9072,klo,kalo
9073,yg,yang
9074,trus,terus
9075,yg,yang
9076,yah,ya
9077,lanjutin,lanjutkan
9078,aja,saja
9079,org,orang
9080,yg,yang
9081,byk,banyak
9082,krn,karena
9083,org,orang
9084,yg,yang
9085,byk,banyak
9086,org,orang
9087,yg,yang
9088,ributin,meributkan
9089,cwo,cowok
9090,cwo,cowok
9091,brantem,berantem
9092,gara2,gara-gara
9093,belain,membela
9094,kek,kayak
9095,gitu,begitu
9096,keliatan,kelihatan
9097,lipetan,lipatan
9098,kek,kayak
9099,gitu,begitu
9100,keliatan,kelihatan
9101,lipetan,lipatan
9102,ngomong,mengomong
9103,yg,yang
9104,g,enggak
9105,ampuun,ampun
9106,yya,ya
9107,sya,saya
9108,mba,mbak
9109,fto,foto
9110,sm,sama
9111,"nenek""",nenek-nenek
9112,bneraan,benaran
9113,kageeet,kaget
9114,sangaaattt,sangat
9115,rmbuut,rambut
9116,nenek2,nenek-nenek
9117,km,kamu
9118,nt,nanti
9119,walik,balik
9120,sma,sama
9121,emg,memang
9122,oma2,oma-oma
9123,kirain,mengira
9124,skrng,sekarang
9125,bgt,banget
9126,knp,kenapa
9127,d,di
9128,kyk,kayak
9129,nenek2,nenek-nenek
9130,in,ini
9131,kellen,kalian
9132,y,ya
9133,beneran,benaran
9134,mbk,mbak
9135,kyk,kayak
9136,sm,sama
9137,nyerocos,mencerocos
9138,aje,saja
9139,ibuk2,ibu-ibu
9140,gak,enggak
9141,ngomenin,mengomentari
9142,iseng2,iseng-iseng
9143,aja,saja
9144,tp,tapi
9145,gk,enggak
9146,nyangka,menyangka
9147,makasih,terima kasih
9148,yaaa,ya
9149,ga,enggak
9150,udah,sudah
9151,niyyyyhhhh,nih
9152,yg,yang
9153,besarin,membesarkan
9154,yg,yang
9155,yg,yang
9156,yg,yang
9157,cantik2,cantik-cantik
9158,mlah,malah
9159,kek,kayak
9160,gak,enggak
9161,sexi2,seksi-seksi
9162,blh,boleh
9163,pkai,pakai
9164,blik,balik
9165,kk,kakak
9166,cb,coba
9167,kenape,kenapa
9168,yg,yang
9169,kkak,kakak
9170,syg,sayang
9171,jgn,jangan
9172,ladenin,meladeni
9173,org,orang
9174,yg,yang
9175,bkin,bikin
9176,kkak,kakak
9177,jdi,jadi
9178,skit,sakit
9179,hat,hati
9180,kkak,kakak
9181,syg,sayang
9182,kkak,kakak
9183,bnyak,banyak
9184,kkak,kakak
9185,jilbabnye,jilbabnya
9186,kk,kakak
9187,ledkin,meledeki
9188,tpi,tapi
9189,yah,ya
9190,digabtikan,digantikan
9191,yg,yang
9192,skrg,sekarang
9193,jng,jangan
9194,ngumung,mengomong
9195,dikemanain,dikemanakan
9196,ilang-in,hilangkan
9197,udh,sudah
9198,bener,benar
9199,pake,pakai
9200,dri,dari
9201,pda,pada
9202,ga,enggak
9203,pke,pakai
9204,ny,nya
9205,ga,enggak
9206,ga,enggak
9207,prinadi,pribadi
9208,org,orang
9209,lahh,lah
9210,luh,lu
9211,yep,ya
9212,dri,dari
9213,u,lu
9214,"ngaku""",mengaku-ngaku
9215,aja,saja
9216,helooooo,halo
9217,ngaku,mengaku
9218,aja,saja
9219,gak,enggak
9220,u,lu
9221,loe,lo
9222,emang,memang
9223,yaa,ya
9224,rempong,repot
9225,org,orang
9226,sndiri,sendiri
9227,ud,sudah
9228,bener,benar
9229,aja,saja
9230,masi,masih
9231,aja,saja
9232,palingann,palingan
9233,berjinah,berzina
9234,munaafikk,munafik
9235,urusn,urusan
9236,org,orang
9237,mw,mau
9238,pk,pakai
9239,kaga,kagak
9240,benar2,benar-benar
9241,aja,saja
9242,mba,mbak
9243,gak,enggak
9244,dg,dengan
9245,saudra,saudara
9246,trganggu,terganggu
9247,kk,kakak
9248,bhijab,berhijab
9249,lgi,lagi
9250,rmbut,rambut
9251,km,kamu
9252,dn,dan
9253,yuu,yuk
9254,dlm,dalam
9255,hri,hari
9256,lepasin,melepas
9257,pokonya,pokoknya
9258,lucuuuu,lucu
9259,d,di
9260,smentara,sementara
9261,ka,kak
9262,d,di
9263,aja,saja
9264,d,di
9265,yg,yang
9266,ka,kak
9267,ga,enggak
9268,ka,kak
9269,ka,kak
9270,dengerin,mendengarkan
9271,org,orang
9272,biarin,biarkan
9273,yg,yang
9274,kaka,kakak
9275,d,di
9276,ka,kak
9277,ka,kak
9278,kaka,kakak
9279,yg,yang
9280,kaka,kakak
9281,org,orang
9282,kaka,kakak
9283,pdhl,padahal
9284,waduhhh,waduh
9285,kasian,kasihan
9286,org2,orang-orang
9287,yg,yang
9288,ursan,urusan
9289,org,orang
9290,sudab,sudah
9291,dwsa,dewasa
9292,pnya,punya
9293,agma,agama
9294,ap,apa
9295,yg,yang
9296,jd,jadi
9297,jgn,jangan
9298,rpt2,repot-repot
9299,sbr,sabar
9300,aja,saja
9301,y,ya
9302,ngaji,mengaji
9303,yg,yang
9304,yg,yang
9305,nmr,nomor
9306,yg,yang
9307,romantiz,romantis
9308,ituu,itu
9309,tdk,tidak
9310,murmer,murah meriah
9311,pensaran,penasaran
9312,dapet,dapat
9313,aja,saja
9314,kepoin,kepoi
9315,baru2,baru-baru
9316,tlp,telepon
9317,bosaan,bosan
9318,udah,sudah
9319,pake,pakai
9320,gak,enggak
9321,yuukk,yuk
9322,kitaaa,kita
9323,ga,enggak
9324,konsul,konsultasi
9325,gak,enggak
9326,yok,yuk
9327,lainnyaa,lainnya
9328,jt,juta
9329,perbulannn,perbulan
9330,penyebab2,penyebab-penyebab
9331,ko,kok
9332,lg,lagi
9333,mba,mbak
9334,tp,tapi
9335,nyupir,menyopir
9336,ko,kok
9337,blm,belum
9338,tdk,tidak
9339,yukk,yuk
9340,dn,dan
9341,cpt,cepat
9342,steess,stres
9343,"gara""",gara-gara
9344,jngan,jangan
9345,kwatir,kawatir
9346,tengah2,tengah-tengah
9347,duetin,duet
9348,dongg,dong
9349,kyk,kayak
9350,duetin,duet
9351,dongg,dong
9352,mudaa,muda
9353,sm,sama
9354,ajah,saja
9355,dapetin,mendapati
9356,tdk,tidak
9357,nyari,mencari
9358,ga,enggak
9359,gini,begini
9360,bgt,banget
9361,sebenernya,sebenarnya
9362,mrka,mereka
9363,skrg,sekarang
9364,dgn,dengan
9365,skrg,sekarang
9366,silsturahmi,silaturahmi
9367,jg,juga
9368,tdk,tidak
9369,yg,yang
9370,dgn,dengan
9371,ank2nya,anak-anaknya
9372,tdk,tidak
9373,ank,anak
9374,yg,yang
9375,yg,yang
9376,tdk,tidak
9377,yg,yang
9378,sdh,sudah
9379,sgt,sangat
9380,mrka,mereka
9381,dgn,dengan
9382,ank2nya,anak-anaknya
9383,tdk,tidak
9384,dijkt,dijakarta
9385,tdk,tidak
9386,may,mau
9387,tdk,tidak
9388,bs,bisa
9389,sebenernya,sebenarnya
9390,cums,cuma
9391,yg,yang
9392,bs,bisa
9393,jg,juga
9394,bs,bisa
9395,dgn,dengan
9396,undangan2,undangan-undangan
9397,jd,jadi
9398,bener2,benar-benar
9399,dgn,dengan
9400,bgt,banget
9401,dlm,dalam
9402,past,pasti
9403,sgt,sangat
9404,kgn,kangen
9405,wktunya,waktunya
9406,dr,dari
9407,anknya,anaknya
9408,krn,karena
9409,tdk,tidak
9410,krn,karena
9411,blg,bilang
9412,byk,banyak
9413,yg,yang
9414,tp,tapi
9415,wktunya,waktunya
9416,yg,yang
9417,blm,belum
9418,sebenernya,sebenarnya
9419,klo,kalo
9420,krn,karena
9421,jd,jadi
9422,kluarga,keluarga
9423,ayukk,yuk
9424,gk,enggak
9425,ngucapin,mengucapkan
9426,kaka,kakak
9427,yg,yang
9428,bru,baru
9429,udah,sudah
9430,nntn,menonton
9431,bgus,bagus
9432,bgt,banget
9433,filmny,filmnya
9434,dapet,dapat
9435,nari,menari
9436,sampe,sampai
9437,nangis,menangis
9438,liat,lihat
9439,udah,sudah
9440,nonton,menonton
9441,sukak,suka
9442,pengen,pengin
9443,nonton,menonton
9444,kl,kalo
9445,yg,yang
9446,blm,belum
9447,ntn,menonton
9448,uda,sudah
9449,nonton,menonton
9450,ntn,menonton
9451,blm,belum
9452,ntn,menonton
9453,nobar,menonton bareng
9454,udah,sudah
9455,kemariin,kemarin
9456,yaaaa,ya
9457,makasih,terima kasih
9458,liat,lihat
9459,d,di
9460,lagiiii,lagi
9461,knpp,kenapa
9462,udh,sudah
9463,ga,enggak
9464,ad,ada
9465,lggi,lagi
9466,lma,lama
9467,gaprgi,enggak pergi
9468,nnton,menonton
9469,aaahh,ah
9470,lagii,lagi
9471,klau,kalau
9472,d,di
9473,makasih,terima kasih
9474,yaa,ya
9475,ga,enggak
9476,yaa,ya
9477,makasih,terima kasih
9478,yaaa,ya
9479,iyaaa,iya
9480,yaa,ya
9481,ndak,indak
9482,pa2,apa-apa
9483,maen,main
9484,tgl,tanggal
9485,dtunggu,ditunggu
9486,ngga,enggak
9487,bkin,bikin
9488,baper,bawa perasaan
9489,masa2,masa-masa
9490,thn,tahun
9491,gak,enggak
9492,kepikir,terpikir
9493,gak,enggak
9494,nonton,menonton
9495,liat,lihat
9496,bgt,banget
9497,aja,saja
9498,liat,lihat
9499,liat,lihat
9500,ad,ada
9501,tp,tapi
9502,seruuu,seru
9503,kaka,kakak
9504,bgt,banget
9505,lucuuuu,lucu
9506,bgt,banget
9507,nonton,menonton
9508,bgt,banget
9509,bagusss,bagus
9510,bgt,banget
9511,sampe,sampai
9512,nonton,menonton
9513,kek,kayak
9514,jg,juga
9515,bgs,bagus
9516,thn,tahun
9517,udh,sudah
9518,ade,adek
9519,emeshh,gemas
9520,th,tahun
9521,kaya,kayak
9522,udah,sudah
9523,astagaaaaaa,astaga
9524,thn,tahun
9525,ka,kak
9526,kaka,kakak
9527,pacarn,pacaran
9528,bgni,begini
9529,ktg,kita
9530,th,tahun
9531,aja,saja
9532,pacaranya,pacarannya
9533,udah,sudah
9534,bgt,banget
9535,mbaak,mbak
9536,gitu,begitu
9537,ka,kak
9538,kka,kakak
9539,ngalah,mengalah
9540,de,dek
9541,klo,kalo
9542,yg,yang
9543,udh,sudah
9544,th,tahun
9545,kek,kayak
9546,gini,begini
9547,bru,baru
9548,ngucapin,mengucapkan
9549,pacarane,pacarannya
9550,rusakkk,rusak
9551,udah,sudah
9552,th,tahun
